,ALLGRADEX,SEGRADES,CENREG,EDCPUB,EDCCAT,EDCREL,EDCPRI,EDCINTK12,EDCHSFL,DISTASSI,SCHRTSCHL,SCHLMAGNET,SEENJOY,SEABSNT,FCSCHOOL,FCTEACHR,FCSTDS,FHHOME,FHWKHRS,FOSTORY2X,FOCRAFTS,FOGAMES,FOBUILDX,FOSPORT,FORESPON,FOHISTX,FODINNERX,FOLIBRAYX,FOBOOKSTX,FOCONCRTX,FOMUSEUMX,FOZOOX,FOGROUPX,HHENGLISH,CSPEAKX,HHTOTALXX,HHPRTNRSX,P1REL,P1SEX,P1AGE,P2AGE,P2REL,P2SEX,P2MRSTA,PAR1EMPL,PAR1FTFY,PAR2FTFY,NUMSIBSX,TTLHHINC,OWNRNTHB,HVINTSPHO,HVINTCOM,INTACC,CHLDNT,LRNCOMP,LRNTAB,LRNCELL
0,12,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,1,4,2,1,1,2,1,2,1,1,7,2,2,2,2,2,2,2,2,4.0,0.0,1,2,52,53,1,1,1,3,2,1,1,8,2,1.0,1.0,1.0,1.0,1.0,2.0,1.0
1,9,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,3,5,2,2,1,1,1,1,1,3,2,2,1,2,2,1,1,2,4.0,0.0,1,1,48,47,1,2,1,1,1,1,1,10,1,1.0,1.0,1.0,2.0,1.0,2.0,2.0
2,8,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,2,1,3,10,1,2,1,1,2,1,2,7,2,2,2,2,2,1,1,2,5.0,0.0,1,2,34,33,3,1,1,3,2,1,2,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,9,1,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2,1,1,1,1,4,10,1,2,1,2,2,1,2,7,1,2,1,2,2,2,1,2,4.0,0.0,1,1,49,46,1,2,1,1,1,1,1,11,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0
4,15,2,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,1,1,2,2,2,2,5,1,2,1,2,1,1,2,0,2,2,2,2,2,2,1,2,5.0,0.0,1,2,38,38,1,1,5,1,1,3,2,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,12,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,1,1,1,1,3,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,4.0,0.0,1,2,45,44,1,1,1,1,1,1,1,10,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
6,6,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,1,1,1,1,4,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,3.0,0.0,1,1,32,39,1,2,1,1,1,2,0,8,1,1.0,1.0,1.0,3.0,1.0,2.0,2.0
7,14,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,4,24,1,2,2,2,1,1,1,7,2,2,2,2,2,2,2,3,5.0,0.0,1,2,39,40,1,1,1,4,3,1,2,5,2,1.0,2.0,3.0,2.0,2.0,2.0,1.0
8,9,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,2,8,1,2,2,1,1,2,2,7,2,1,1,1,2,1,1,2,5.0,0.0,1,2,50,58,1,1,1,4,3,1,2,8,1,1.0,1.0,1.0,3.0,1.0,1.0,2.0
9,7,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,3,1,1,1,1,1,1,2,1,1,1,7,1,2,2,2,2,2,1,2,3.0,0.0,1,2,48,47,1,1,1,4,3,1,0,7,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0
10,2,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,4,5,2,2,1,1,1,1,1,4,1,1,1,2,2,1,1,6,4.0,0.0,1,1,42,36,1,2,1,1,1,1,1,10,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0
11,10,2,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,1,1,3,4,1,2,1,1,1,1,2,5,1,1,1,2,2,1,1,2,4.0,0.0,1,1,42,41,1,2,1,1,1,2,1,10,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
12,15,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,4,30,2,2,2,2,1,1,2,5,1,1,1,2,2,2,1,5,3.0,0.0,1,1,56,51,1,2,1,1,1,1,0,12,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,2,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,4,7,1,1,1,1,1,1,2,7,2,2,1,1,2,1,1,2,3.0,0.0,1,1,44,46,1,2,1,1,1,3,0,8,1,1.0,1.0,1.0,2.0,1.0,2.0,2.0
14,8,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2.0,2,1,2,1,3,3,6,1,2,2,1,1,2,2,7,2,1,2,1,2,1,1,2,3.0,0.0,1,1,47,51,1,2,1,1,1,1,0,7,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0
15,12,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,3,6,1,2,2,2,1,1,1,4,2,1,2,2,1,1,1,2,5.0,0.0,1,2,40,42,1,1,1,4,3,1,2,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16,15,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,1,2,2,2,3,4,1,1,2,1,1,2,1,4,2,2,2,2,2,1,1,2,3.0,0.0,1,2,59,59,1,1,1,1,1,1,0,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17,11,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,1,3,1,2,3,12,1,1,1,1,1,1,1,5,2,2,2,2,2,1,1,2,4.0,0.0,1,2,47,50,1,1,1,1,1,1,0,8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18,7,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,4,1,1,1,2,2,1,2,2,3,2,2,2,2,2,2,1,2,5.0,0.0,1,2,44,46,1,1,1,1,1,1,2,9,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19,15,1,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2,2,2,1,2,4,12,1,2,2,2,2,1,1,7,1,2,1,2,2,1,1,2,3.0,0.0,2,2,31,35,2,2,1,1,1,1,0,8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,12,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,2,2,2,4,10,2,1,1,1,1,1,1,7,2,2,1,2,2,2,1,2,4.0,0.0,1,1,43,46,1,2,1,1,1,2,1,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21,13,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,1.0,2,1,1,1,1,3,5,1,2,1,1,1,1,2,3,2,2,1,1,2,1,1,2,6.0,0.0,1,1,46,54,1,1,1,1,1,1,3,8,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
22,13,2,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,1,1,2,4,3,3,2,2,2,2,1,1,2,7,2,2,1,1,2,1,2,5,3.0,0.0,1,2,55,55,1,1,1,1,2,2,0,7,2,1.0,1.0,1.0,1.0,1.0,2.0,2.0
23,10,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,2,2,3,3,4,12,1,2,1,2,1,1,1,4,2,2,2,2,2,2,1,2,4.0,0.0,1,2,42,44,1,1,1,3,3,1,1,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,7,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2.0,1,1,1,1,1,4,12,2,1,1,1,1,2,1,7,1,1,2,2,2,1,2,2,4.0,0.0,1,1,65,46,1,2,1,1,1,1,1,7,2,1.0,1.0,1.0,2.0,1.0,1.0,2.0
25,10,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,2,2,2,2,4,5,1,2,1,2,1,1,2,4,2,2,1,2,2,2,1,2,3.0,0.0,1,2,38,35,1,1,1,2,2,1,0,7,2,1.0,1.0,1.0,2.0,1.0,2.0,1.0
26,13,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,4,12,1,2,2,2,1,1,1,5,2,2,2,2,2,2,1,2,3.0,0.0,1,2,56,58,1,1,1,1,1,1,0,12,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27,6,1,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,1,3,1,1,1,2,2,1,1,1,1,1,1,2,7,1,1,2,2,2,1,1,2,3.0,0.0,1,2,32,37,1,1,1,2,2,1,0,8,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0
28,15,2,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,3,3,1,3,1,2,2,1,2,2,2,4,2,2,2,2,2,1,1,2,3.0,0.0,1,2,45,48,1,1,1,1,1,1,0,10,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
29,12,1,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2,1,2,2,2,4,10,1,2,2,2,1,1,1,7,2,1,2,2,2,1,1,2,5.0,0.0,1,2,52,52,1,1,1,4,3,1,2,8,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0
30,11,3,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,4,4,3,4,4,8,1,1,1,2,1,1,2,5,2,2,2,1,1,1,1,4,4.0,0.0,1,1,58,54,1,2,1,4,3,1,1,9,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0
31,6,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,2,2,4,7,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,2,6.0,0.0,2,1,41,41,3,2,3,1,1,2,3,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32,11,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,4,8,2,2,2,1,1,2,2,5,2,2,1,2,1,2,1,2,4.0,0.0,1,1,53,51,1,2,1,1,1,1,1,9,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0
33,13,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,3,4,10,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,4.0,0.0,1,1,62,54,1,2,1,1,1,1,1,9,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0
34,14,1,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1.0,2,1,2,2,2,4,20,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,5,3.0,0.0,1,2,56,57,1,1,1,4,3,2,0,8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35,14,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,2,10,2,2,1,2,1,2,2,4,2,1,2,2,2,2,1,2,4.0,0.0,1,1,42,43,1,2,1,1,1,1,1,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36,14,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,4,7,2,2,2,2,2,1,1,3,2,2,2,2,2,1,1,2,4.0,0.0,5,2,51,53,5,1,1,1,1,2,0,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
37,10,1,2,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,2,2,4,12,2,2,1,1,1,1,1,5,2,1,2,1,2,1,1,2,3.0,0.0,1,2,43,45,1,1,1,1,1,1,0,10,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0
38,11,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,3,6,2,2,2,2,2,2,1,4,2,2,2,2,2,1,2,2,3.0,0.0,1,2,48,51,1,1,1,4,3,2,0,8,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
39,9,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,4,7,1,1,2,2,1,1,2,7,2,2,1,2,2,2,1,2,5.0,0.0,1,2,44,45,1,1,1,1,1,1,2,8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40,15,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,2,5,1,2,2,2,1,2,2,3,2,2,1,2,1,1,2,5,5.0,0.0,1,1,54,53,1,2,1,1,1,3,2,5,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
41,12,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,2,1,4,10,1,2,2,2,1,2,1,7,2,2,1,2,2,1,1,6,3.0,0.0,1,2,52,59,1,1,1,1,2,2,0,9,1,1.0,1.0,1.0,1.0,2.0,1.0,2.0
42,12,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,2,2,1,1,3,3,2,2,1,2,2,1,1,5,2,1,1,2,2,1,2,3,3.0,0.0,1,2,53,56,1,1,1,4,3,2,0,5,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
43,15,3,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2,4,1,1,1,4,15,2,2,2,2,2,1,1,7,1,2,1,2,2,2,2,3,6.0,0.0,1,2,36,42,3,1,1,1,1,1,3,8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44,9,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,4,2,1,1,1,1,1,1,1,5,2,2,1,2,2,1,1,2,4.0,0.0,1,2,42,40,1,1,1,2,2,1,1,10,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
45,14,3,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,3,2,3,5,1,2,2,1,1,1,1,4,2,2,2,2,2,2,1,2,5.0,0.0,1,2,55,52,1,1,1,1,1,3,2,8,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0
46,11,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,3,3,1,2,2,2,1,1,2,6,2,2,1,2,2,1,1,2,4.0,0.0,1,2,43,43,1,1,1,1,1,1,1,10,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
47,12,2,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,3,4,1,2,2,2,2,1,1,4,2,2,2,2,2,2,1,2,4.0,0.0,1,1,50,46,1,2,1,1,1,3,1,11,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
48,10,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,2,1,1,1,3,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3.0,0.0,1,2,54,52,1,1,1,4,3,2,0,1,2,1.0,1.0,1.0,1.0,1.0,2.0,2.0
49,11,3,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,1,2,1,3,4,8,1,1,2,1,1,1,1,5,1,1,1,1,2,1,1,2,6.0,0.0,2,2,53,55,2,1,1,4,3,1,3,11,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
50,4,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,2,1,2,2,4,1,1,1,1,1,1,2,6,2,2,2,2,2,2,1,2,5.0,0.0,2,2,54,56,2,1,1,1,1,1,2,12,1,1.0,1.0,1.0,2.0,2.0,1.0,2.0
51,14,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,1,1,1,1,3,10,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,5.0,0.0,1,2,39,48,1,1,1,1,1,1,2,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
52,12,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,3,3,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,5.0,0.0,1,2,34,40,1,1,1,2,2,2,2,7,1,1.0,1.0,1.0,3.0,1.0,2.0,2.0
53,13,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,1,3,3,4,2,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,1,2,4.0,0.0,1,2,56,58,1,1,1,4,3,1,1,4,1,2.0,1.0,2.0,2.0,1.0,2.0,2.0
54,10,2,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,2,2,1,2,2,2,1,2,1,3,2,2,1,2,2,1,1,6,6.0,0.0,1,2,42,43,1,1,1,4,3,1,3,6,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
55,14,2,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,3,2,2,1,1,2,2,2,2,1,1,4,2,2,2,2,2,1,2,3,6.0,0.0,1,2,40,43,1,1,1,2,2,1,2,4,1,1.0,1.0,1.0,3.0,1.0,2.0,1.0
56,7,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,2,1,1,1,3,3,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,4.0,0.0,1,2,36,41,1,1,1,4,3,1,1,11,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0
57,6,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,2,2,2,2,3,3,2,2,1,2,2,2,2,3,2,2,2,2,2,1,1,2,3.0,0.0,6,1,42,47,6,2,1,3,2,3,0,6,2,1.0,2.0,3.0,1.0,2.0,2.0,1.0
58,15,2,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,2,1,2,1,2,1,1,1,2,1,1,2,2,1,4,2,1,2,2,1,2,1,2,4.0,0.0,1,2,60,61,1,1,1,1,1,3,1,6,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
59,13,2,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,4,20,2,2,2,2,1,1,1,6,2,2,1,2,2,1,2,2,5.0,0.0,1,1,48,43,1,2,1,1,1,3,2,10,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,13,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,2,1,2,3,3,1,1,1,1,1,1,1,7,2,2,2,2,1,1,2,4,3.0,0.0,1,2,38,37,1,1,1,1,1,1,0,8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,10,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,4,6,2,2,2,1,2,2,1,3,1,2,2,1,2,1,1,2,3.0,0.0,1,2,31,29,3,1,1,2,2,1,0,9,2,1.0,1.0,1.0,1.0,2.0,2.0,1.0
62,7,2,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2,1,2,2,2,3,6,1,2,2,1,1,1,1,3,1,2,2,2,2,1,1,2,4.0,0.0,1,1,47,40,1,2,1,1,1,1,1,9,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0
63,8,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,2,1,1,2,2,2,1,1,1,5,1,2,2,2,2,1,1,2,4.0,0.0,1,1,40,38,1,2,1,1,1,2,1,10,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0
64,10,3,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,3,2,3,2,2,1,2,2,2,1,1,2,3,2,2,2,2,2,2,1,2,3.0,0.0,1,2,36,35,1,1,1,1,1,1,0,8,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
65,8,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,1.0,1,1,1,1,1,2,3,1,1,1,1,1,1,2,7,1,1,1,1,2,1,1,2,3.0,0.0,3,1,46,42,1,2,1,1,1,2,0,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
66,9,2,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2,1,1,1,2,3,2,1,2,2,1,2,1,2,4,2,2,1,2,2,2,1,2,7.0,0.0,1,2,52,49,1,1,1,2,2,1,2,9,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0
67,12,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,1.0,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4.0,0.0,1,1,48,37,1,2,1,1,2,3,1,2,1,1.0,1.0,1.0,2.0,2.0,2.0,1.0
68,6,1,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,1,1,1,1,1,3,1,1,1,1,1,1,1,2,7,1,1,2,1,2,1,1,2,4.0,0.0,1,1,35,37,1,2,1,1,1,2,1,6,1,1.0,1.0,1.0,2.0,2.0,1.0,2.0
69,7,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,3,3,3,4,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,3.0,0.0,1,2,34,39,3,1,1,2,2,1,0,8,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0
70,11,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,2,4,12,2,1,1,1,1,1,1,7,1,1,1,2,2,2,1,6,4.0,0.0,1,1,46,48,1,2,1,1,1,3,1,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
71,9,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,1.0,2,1,1,1,1,2,10,1,1,1,1,1,1,2,3,2,2,1,1,2,2,1,2,4.0,0.0,1,1,40,36,1,2,1,1,1,3,1,9,3,1.0,1.0,1.0,1.0,1.0,1.0,2.0
72,11,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,3,4,2,2,2,2,2,2,1,4,2,2,2,2,2,2,2,3,5.0,0.0,1,2,36,36,1,1,1,4,3,1,2,3,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
73,6,2,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,4,3,2,1,1,1,1,1,2,7,2,2,2,2,2,2,1,4,6.0,0.0,1,2,39,49,1,1,1,1,1,1,3,8,1,1.0,1.0,1.0,3.0,1.0,1.0,1.0
74,12,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,3,7,2,2,2,1,2,2,2,7,2,2,2,1,2,1,1,2,4.0,0.0,1,2,46,50,1,1,1,1,1,1,1,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
75,12,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,4,7,1,2,2,1,2,1,1,3,2,2,2,1,2,1,1,2,3.0,0.0,1,2,48,51,3,1,1,1,2,1,0,7,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
76,14,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,2,1,3,3,1,2,1,1,1,2,2,5,2,2,2,2,2,2,1,2,5.0,0.0,1,2,48,44,1,1,1,1,1,1,1,12,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
77,5,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,3,1,1,1,1,1,1,1,1,7,1,2,2,1,2,1,1,2,4.0,0.0,1,2,51,56,1,1,1,2,2,1,1,8,1,2.0,1.0,2.0,1.0,1.0,1.0,2.0
78,13,2,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,1,3,1,1,1,4,10,2,2,2,1,1,2,1,5,2,1,2,1,2,2,1,2,4.0,0.0,1,1,53,44,1,2,1,1,1,2,1,9,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
79,14,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,1.0,2,1,2,3,3,4,8,1,2,2,2,2,1,1,5,2,1,2,1,2,2,1,6,2.0,0.0,4,2,52,59,1,1,1,1,1,3,0,5,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
80,10,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,2,1,1,1,2,5,1,1,2,1,1,1,1,7,2,2,1,1,1,1,1,2,4.0,0.0,1,2,47,40,1,1,1,1,1,1,0,5,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0
81,12,2,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,2,2,1,1,1,1,1,1,1,7,2,2,2,2,2,2,1,2,5.0,0.0,1,2,34,36,1,1,3,1,2,1,2,5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
82,7,1,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,3,1,1,1,1,3,3,1,2,2,1,2,1,2,0,2,2,2,2,2,1,1,4,4.0,0.0,1,1,55,48,1,2,1,1,1,1,1,7,1,2.0,1.0,2.0,2.0,1.0,2.0,2.0
83,7,2,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,1,4,4,4,4,12,1,1,2,1,1,1,2,7,2,2,1,2,2,1,1,2,3.0,0.0,1,2,34,54,2,1,1,1,1,1,0,9,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0
84,14,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2.0,2,1,1,1,1,2,4,2,2,2,1,2,1,1,2,2,2,1,2,2,1,1,2,6.0,0.0,1,2,54,52,1,1,1,1,1,1,2,9,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0
85,10,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,4,5,1,2,1,1,2,1,1,5,2,1,1,2,1,2,1,2,5.0,0.0,1,2,46,49,1,1,1,2,2,1,2,12,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0
86,9,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,5,2,1,1,1,2,2,1,2,4.0,0.0,3,1,39,39,1,2,1,1,1,1,1,9,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0
87,14,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,1,4,5,2,2,2,1,1,2,1,1,2,2,1,2,2,2,1,2,5.0,0.0,1,2,47,47,1,1,1,1,1,1,1,10,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
88,10,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,4,1,1,1,1,4,5,2,2,1,2,1,1,2,5,2,2,2,2,2,2,1,2,5.0,0.0,1,2,49,49,1,1,1,1,1,1,2,12,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
89,14,2,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,2,2,3,5,2,2,2,1,2,2,2,6,2,2,2,2,2,2,1,2,6.0,0.0,1,1,51,50,1,2,1,1,1,1,2,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
