,ALLGRADEX,SEGRADES,CENREG,EDCPUB,EDCCAT,EDCREL,EDCPRI,EDCINTK12,EDCHSFL,DISTASSI,SCHRTSCHL,SCHLMAGNET,SEENJOY,SEABSNT,FCSCHOOL,FCTEACHR,FCSTDS,FHHOME,FHWKHRS,FOSTORY2X,FOCRAFTS,FOGAMES,FOBUILDX,FOSPORT,FORESPON,FOHISTX,FODINNERX,FOLIBRAYX,FOBOOKSTX,FOCONCRTX,FOMUSEUMX,FOZOOX,FOGROUPX,HHENGLISH,CSPEAKX,HHTOTALXX,HHPRTNRSX,P1REL,P1SEX,P1AGE,P2AGE,P2REL,P2SEX,P2MRSTA,PAR1EMPL,PAR1FTFY,PAR2FTFY,NUMSIBSX,TTLHHINC,OWNRNTHB,HVINTSPHO,HVINTCOM,INTACC,CHLDNT,LRNCOMP,LRNTAB,LRNCELL
7595,10,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,3,2,2,3,4,2,2,2,1,2,1,2,3,1,1,2,2,2,2,1,2,4.0,0.0,1,2,47,48,1,1,1,4,3,1,1,8,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0
7596,10,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,2,1,3,10,2,2,2,2,2,1,2,7,1,2,2,2,2,2,1,2,5.0,0.0,1,2,39,42,1,1,1,2,2,1,2,9,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
7597,10,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,4,6,2,2,1,2,1,2,2,6,2,1,1,2,2,2,1,2,4.0,0.0,1,1,50,47,1,2,1,2,2,1,1,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7598,7,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,2,1,1,1,3,8,2,2,2,2,1,2,1,7,2,1,1,2,2,1,1,2,4.0,0.0,2,1,60,47,2,2,1,1,1,3,1,9,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0
7599,15,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,2,2,3,15,1,2,2,1,1,1,1,2,2,2,1,2,2,1,2,6,6.0,0.0,1,1,41,38,1,2,1,1,1,1,3,6,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7600,14,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,1.0,2,2,2,1,2,2,3,1,2,1,2,1,1,1,3,2,2,2,1,2,2,1,2,6.0,0.0,1,2,37,37,1,1,1,4,3,1,3,9,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0
7601,14,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,3,6,1,1,1,2,1,2,2,3,2,2,2,2,2,2,1,2,6.0,0.0,1,1,41,40,1,2,1,1,1,1,1,11,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
7602,9,2,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,4,15,1,2,1,1,1,1,1,7,1,1,2,2,2,2,1,2,3.0,0.0,1,1,38,34,1,2,5,4,3,1,0,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7603,4,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,2,2,2,1,4,15,1,2,1,1,1,1,2,4,1,2,2,2,1,2,2,4,4.0,0.0,1,2,40,44,1,1,1,4,3,1,1,7,1,1.0,1.0,1.0,2.0,1.0,2.0,2.0
7604,11,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,1,1,4,10,2,2,1,2,1,1,2,1,2,2,2,2,2,2,1,2,5.0,0.0,1,2,42,43,1,1,1,4,3,1,2,11,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7605,14,2,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,2,2,2,3,6,1,2,1,2,1,1,1,5,2,1,1,1,1,1,1,2,3.0,0.0,1,2,50,47,1,1,4,1,2,1,0,5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7606,6,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,4,7,2,1,1,1,1,2,1,5,1,1,2,1,2,1,1,2,4.0,0.0,1,1,49,42,1,2,1,1,1,2,1,10,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0
7607,8,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,2,1,4,3,2,1,1,2,2,1,2,2,7,1,2,1,2,2,1,1,2,4.0,0.0,1,2,53,55,1,1,1,1,1,1,1,12,2,1.0,1.0,1.0,1.0,1.0,1.0,2.0
7608,11,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,2,1,2,4,9,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,2,3.0,0.0,1,2,47,45,1,1,1,1,1,2,0,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7609,8,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,1.0,2,1,1,1,1,4,8,2,1,1,1,1,1,1,7,1,1,2,1,1,2,2,3,5.0,0.0,1,2,39,40,1,1,1,4,3,1,2,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7610,14,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2.0,3,1,2,2,2,3,3,1,2,2,2,2,2,2,5,2,2,1,2,2,1,1,2,5.0,0.0,1,2,45,47,1,1,1,2,2,1,2,9,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
7611,8,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,4,5,1,1,1,1,1,1,2,5,2,1,1,2,2,1,1,2,4.0,0.0,1,2,51,41,1,1,1,1,1,1,1,12,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7612,15,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,1,2,3.0,0.0,1,1,61,50,1,2,1,4,2,1,0,5,1,1.0,1.0,1.0,3.0,2.0,1.0,2.0
7613,2,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,2,3,4,2,4,4,1,1,1,1,1,1,1,4,1,1,2,2,1,2,1,2,4.0,0.0,1,1,33,34,1,2,1,1,1,2,1,8,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0
7614,5,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,2,1,2,4,5,1,1,1,2,1,2,1,7,2,1,1,1,2,1,1,2,3.0,0.0,1,2,47,69,1,1,3,3,2,2,0,6,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0
7615,14,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,3,6,1,2,2,2,2,1,2,4,2,2,2,2,2,2,1,2,5.0,0.0,1,2,49,59,1,1,1,1,2,1,2,9,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
7616,13,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2.0,2,1,2,2,2,4,10,2,2,2,2,2,1,1,7,2,2,2,2,2,1,2,6,5.0,0.0,1,2,42,45,1,1,1,1,2,1,2,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7617,13,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,3,3,3,3,5,2,2,2,2,1,1,1,7,1,2,1,2,2,1,1,2,3.0,0.0,1,2,41,40,1,1,1,4,3,1,0,9,2,1.0,2.0,3.0,2.0,1.0,2.0,1.0
7618,4,1,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2,1,1,1,1,4,4,1,1,1,1,1,1,1,5,1,2,1,2,2,1,1,2,5.0,0.0,1,1,43,39,1,2,1,1,1,1,1,8,1,1.0,1.0,1.0,2.0,2.0,1.0,1.0
7619,6,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,3,2,2,1,1,1,1,1,2,7,2,2,2,2,2,2,1,2,4.0,0.0,1,2,38,45,1,1,1,2,2,1,1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2.0
7620,12,1,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2,2,1,1,1,3,5,2,2,1,1,1,1,2,4,2,2,1,2,2,1,1,2,3.0,0.0,1,2,44,52,3,1,3,1,1,1,0,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7621,14,3,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,2,5.0,0.0,1,1,54,51,1,2,1,1,1,3,2,8,1,1.0,1.0,1.0,2.0,1.0,2.0,2.0
7622,12,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,4,9,2,2,2,1,1,1,1,4,1,1,2,1,2,1,2,6,4.0,0.0,1,2,42,41,1,1,1,4,3,1,1,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7623,11,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,2,2,2,2,4,14,1,2,2,1,1,1,2,6,2,2,1,2,2,1,1,2,4.0,0.0,1,2,48,56,1,1,1,2,2,1,1,10,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
7624,9,3,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,2,1,1,1,1,1,1,1,2,7,2,2,1,2,2,2,1,2,5.0,0.0,6,2,48,57,6,1,1,4,2,1,1,4,1,1.0,1.0,1.0,2.0,2.0,1.0,2.0
7625,15,2,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1.0,2,3,2,2,2,3,8,1,2,2,2,2,1,1,7,2,2,2,2,2,1,2,4,4.0,0.0,1,2,40,47,1,1,1,1,1,1,1,7,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7626,7,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,3,4,1,1,1,1,1,1,1,6,2,1,1,2,2,1,1,2,4.0,0.0,1,2,40,41,1,1,1,1,1,1,1,10,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0
7627,7,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,3,4,1,1,1,1,1,1,1,7,1,2,2,2,2,1,1,2,4.0,0.0,1,2,39,38,1,1,1,4,2,1,1,6,1,1.0,1.0,1.0,2.0,2.0,1.0,2.0
7628,6,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,4,6,2,2,1,1,1,1,2,3,1,2,1,2,2,1,1,2,4.0,0.0,1,1,42,35,1,1,1,1,1,1,1,9,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0
7629,15,3,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,3,3,2,3,3,2,1,2,2,2,2,1,2,0,2,2,2,2,2,2,1,2,3.0,0.0,1,2,54,60,1,2,1,2,2,1,0,11,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
7630,10,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,4,5,1,1,2,2,2,1,1,1,2,2,1,2,2,2,1,2,4.0,0.0,1,1,48,51,1,2,1,1,1,1,1,12,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7631,8,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,2,4,7,1,1,1,1,1,1,1,7,1,2,1,1,1,1,1,6,4.0,0.0,1,1,40,36,1,2,1,1,1,3,1,8,2,1.0,1.0,1.0,1.0,1.0,2.0,2.0
7632,15,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,1,4,10,1,2,1,1,1,2,2,5,2,2,2,2,2,1,1,2,4.0,0.0,1,1,52,50,1,2,1,1,1,2,1,11,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7633,11,1,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,1,1,1,1,1,3,3,1,2,2,2,2,1,1,6,2,2,2,2,2,2,1,2,4.0,0.0,1,2,46,56,1,1,1,1,1,1,1,3,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
7634,13,4,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,4,3,4,4,3,2,3,1,1,1,1,2,1,1,3,2,2,2,2,1,2,1,2,5.0,0.0,1,2,42,62,3,1,1,1,1,3,1,8,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
7635,2,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,2,1,1,2,4,6,1,1,1,1,1,1,1,7,1,2,2,1,1,2,1,2,3.0,0.0,1,1,33,33,1,2,1,1,1,3,0,7,2,1.0,1.0,1.0,1.0,2.0,1.0,1.0
7636,12,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1.0,1,1,1,1,1,4,10,1,1,1,2,2,1,2,3,2,2,2,2,2,1,1,2,5.0,0.0,1,1,40,39,1,2,1,1,1,1,2,10,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
7637,11,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,3,6,2,2,2,2,1,1,2,4,2,2,2,2,2,2,1,2,4.0,0.0,1,2,44,44,1,1,1,1,1,1,1,10,1,1.0,1.0,1.0,3.0,1.0,2.0,1.0
7638,9,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,6.0,0.0,6,2,41,43,1,2,1,1,1,3,1,7,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7639,10,3,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,2,2,2,2,2,3,2,2,2,2,2,1,2,7,2,2,2,2,2,2,2,4,4.0,0.0,1,1,49,43,1,2,1,1,1,3,1,5,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
7640,15,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,2,1,4,15,2,1,2,2,2,2,1,5,1,1,1,2,2,1,2,4,4.0,0.0,1,2,51,58,1,1,1,2,2,1,1,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7641,9,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,1.0,3,2,2,2,2,3,8,1,1,1,2,1,1,1,5,2,1,2,2,1,2,2,4,6.0,0.0,1,2,56,58,1,1,1,1,1,3,3,3,1,1.0,1.0,1.0,3.0,2.0,1.0,1.0
7642,8,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,3,4,2,2,2,1,2,1,2,6,1,2,2,2,2,2,1,2,4.0,0.0,1,1,53,52,1,2,1,1,1,2,1,9,1,2.0,1.0,2.0,2.0,1.0,1.0,2.0
7643,15,1,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1.0,1,1,1,1,1,4,6,1,2,1,2,2,1,1,7,2,2,2,2,1,2,1,2,4.0,0.0,1,2,48,48,1,1,1,1,2,2,1,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7644,12,3,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,4,12,2,2,1,2,1,1,1,7,1,2,1,1,2,2,1,2,3.0,0.0,1,1,53,50,1,2,1,1,1,2,0,7,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0
7645,7,2,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,3,6,2,1,2,2,2,1,1,4,2,2,2,2,2,1,1,2,3.0,0.0,3,1,50,42,1,2,1,1,1,1,0,8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7646,11,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,1.0,4,3,3,2,2,3,2,2,2,2,1,1,1,1,3,1,2,2,2,2,2,1,2,4.0,0.0,1,2,48,59,1,1,1,4,3,2,1,3,2,1.0,1.0,1.0,1.0,2.0,2.0,1.0
7647,14,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,4,10,1,2,2,2,2,2,2,5,2,2,2,2,2,2,1,2,4.0,0.0,1,2,60,57,1,1,1,1,2,1,1,10,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
7648,9,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,1,1,1,1,1,0,1,2,2,2,1,1,1,6,1,2,2,2,2,2,1,2,4.0,0.0,3,1,26,34,1,2,1,1,1,1,1,4,1,1.0,1.0,1.0,3.0,1.0,2.0,2.0
7649,11,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,3,8,2,2,1,1,2,1,2,3,2,2,1,2,2,2,1,2,6.0,0.0,1,2,38,41,1,1,1,3,2,1,3,9,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0
7650,12,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,2,4.0,0.0,1,2,47,48,1,1,1,1,1,1,1,11,1,1.0,1.0,1.0,2.0,2.0,1.0,2.0
7651,15,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,3,1,1,2,2,8,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,5.0,0.0,1,1,47,49,1,2,1,1,1,2,1,10,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
7652,11,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,2,1,1,1,4,7,1,2,2,1,1,1,1,3,2,1,1,2,2,1,1,2,3.0,0.0,1,2,59,73,1,1,1,1,1,3,0,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7653,4,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,3,1,1,1,1,1,1,1,2,4,2,1,1,2,2,1,1,2,4.0,0.0,1,2,37,37,1,1,1,2,2,1,1,8,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0
7654,14,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,3,8,1,2,2,2,2,2,2,4,2,2,2,2,2,2,1,2,4.0,0.0,1,2,45,71,5,2,1,1,1,2,0,9,1,1.0,1.0,1.0,2.0,1.0,2.0,2.0
7655,6,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,4,3,1,1,1,2,1,1,1,6,1,1,1,1,1,1,1,2,4.0,0.0,1,2,39,33,3,2,5,1,1,1,1,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7656,11,2,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,4,1,4,3,4,4,2,1,1,1,2,1,2,1,7,2,1,1,2,2,1,1,2,5.0,0.0,1,2,37,38,1,1,1,4,3,1,1,11,1,1.0,1.0,1.0,2.0,2.0,1.0,1.0
7657,6,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,2,1,3,4,1,2,1,2,1,1,2,5,1,1,2,2,1,1,1,2,4.0,0.0,1,2,36,41,1,1,1,1,1,1,1,6,1,1.0,1.0,1.0,2.0,2.0,1.0,1.0
7658,9,2,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,1,1,2,1,1,3,5,2,2,2,2,2,2,2,5,2,2,2,2,2,1,1,2,6.0,0.0,1,1,37,39,1,2,1,1,1,2,3,6,1,1.0,1.0,1.0,3.0,1.0,2.0,1.0
7659,7,2,1,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,4,2,1,1,1,1,1,2,2,0,2,2,1,2,2,1,1,2,4.0,0.0,1,1,40,38,1,2,1,1,1,1,1,9,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0
7660,15,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,2,2,4,6,2,2,2,2,2,2,2,4,2,2,2,1,2,2,1,2,4.0,0.0,1,1,50,48,1,2,1,1,1,1,1,9,1,1.0,1.0,1.0,2.0,1.0,2.0,2.0
7661,15,1,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2,1,1,1,1,4,20,2,2,1,2,1,1,1,7,2,1,1,2,2,1,1,2,3.0,0.0,1,2,41,42,1,1,1,1,1,3,0,8,2,1.0,1.0,1.0,1.0,1.0,2.0,1.0
7662,4,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,3,2,1,1,1,1,1,1,2,6,2,2,2,2,2,2,1,6,3.0,0.0,1,2,39,39,1,1,1,1,1,1,0,8,1,1.0,1.0,1.0,2.0,2.0,1.0,2.0
7663,12,2,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,1,1,1,1,1,2,4,2,2,2,1,1,1,2,7,2,2,2,2,1,1,1,2,3.0,0.0,1,2,49,51,1,1,1,1,1,1,0,9,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
7664,11,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,1,2,1,1,4,8,1,2,1,1,2,1,1,7,1,1,1,1,2,1,1,2,3.0,0.0,1,1,48,41,1,2,1,1,1,1,0,9,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
7665,13,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,1,1,1,1,4,17,1,2,2,1,2,1,1,5,2,2,2,1,1,1,1,6,4.0,0.0,1,1,50,49,1,2,1,1,1,1,1,5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7666,10,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,3,15,1,1,1,1,1,1,1,7,1,2,1,1,1,1,1,2,3.0,0.0,1,1,56,52,1,2,1,1,1,1,0,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7667,13,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,2,1,1,1,4,5,1,2,2,1,1,1,1,1,2,1,2,1,2,2,1,2,7.0,0.0,1,2,46,52,1,1,1,1,1,1,1,9,2,1.0,1.0,1.0,1.0,1.0,2.0,2.0
7668,9,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,2,2,1,2,3,3,1,2,2,1,1,1,2,7,2,1,2,2,2,2,1,2,5.0,0.0,1,2,43,45,1,1,1,1,1,1,1,11,1,1.0,1.0,1.0,3.0,1.0,1.0,2.0
7669,14,1,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,1,1,1,1,1,2,0,1,1,2,1,1,1,2,7,2,2,1,2,2,2,1,2,4.0,0.0,1,2,46,44,1,1,1,1,1,1,1,10,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
7670,9,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,2,4,6,2,1,2,1,1,1,2,3,2,1,1,2,2,2,1,2,6.0,0.0,3,2,37,36,1,1,1,2,2,1,3,11,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
7671,15,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2.0,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,3,4.0,0.0,1,2,44,43,1,1,1,4,3,2,1,3,1,1.0,1.0,1.0,3.0,1.0,2.0,1.0
7672,9,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,2,4,10,2,1,1,1,1,1,1,7,2,2,1,2,1,2,1,2,4.0,0.0,1,2,32,35,1,1,1,1,1,3,1,4,2,1.0,2.0,3.0,1.0,1.0,2.0,1.0
7673,7,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,4,6,1,1,1,1,1,1,1,7,1,1,1,2,1,1,2,3,5.0,0.0,1,2,38,20,1,1,1,4,2,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0
7674,12,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,4,12,1,2,1,1,1,1,1,5,1,1,1,1,1,1,1,2,5.0,0.0,1,1,49,50,1,2,1,1,1,1,2,12,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7675,7,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,4,3,1,1,2,2,1,1,1,2,2,2,1,2,2,1,1,2,3.0,0.0,1,1,47,43,1,2,1,1,1,1,0,8,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0
7676,7,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,2,1,1,1,3,4,1,1,1,1,1,1,1,7,2,2,2,2,2,2,1,2,3.0,0.0,1,2,38,40,1,1,1,1,1,1,0,8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7677,4,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2.0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,7,1,1,1,2,1,1,2,3,5.0,0.0,1,2,35,38,1,1,1,4,2,1,2,6,2,1.0,1.0,1.0,1.0,2.0,1.0,2.0
7678,13,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,2,2,2,3,5,2,1,2,1,1,2,2,1,2,1,2,2,2,1,1,2,5.0,0.0,1,2,49,49,1,1,1,4,3,1,2,9,2,1.0,1.0,1.0,1.0,1.0,2.0,1.0
7679,10,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,3,1,2,3,2,1,1,1,1,1,2,7,1,2,2,2,1,1,1,2,6.0,0.0,1,2,44,54,1,1,1,1,1,1,2,7,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0
7680,14,2,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2,1,1,1,1,3,3,1,2,2,2,1,1,2,5,2,2,2,2,2,1,1,2,5.0,0.0,1,2,48,48,1,1,1,1,2,1,2,12,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0
7681,14,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,2,1,4,12,2,2,2,2,2,1,1,6,2,2,2,2,2,2,1,4,4.0,0.0,1,1,38,49,1,2,1,1,1,1,1,6,2,1.0,1.0,1.0,2.0,1.0,1.0,1.0
7682,14,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,2,3,2,1,1,2,1,2,2,0,1,2,2,1,2,2,1,2,6.0,0.0,1,2,34,63,5,2,1,2,2,3,2,4,3,1.0,2.0,3.0,2.0,2.0,2.0,1.0
7683,11,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,2,2,1,2,1,1,2,1,1,5,1,1,2,2,2,1,1,2,4.0,0.0,1,2,48,51,1,1,1,2,2,1,1,9,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
