BASMID,SEGRADES,CENREG,EDCPUB,EDCCAT,EDCREL,EDCPRI,EDCINTK12,EDCHSFL,DISTASSI,SCHRTSCHL,SCHLMAGNET,SEENJOY,SEABSNT,FCSCHOOL,FCTEACHR,FCSTDS,FHHOME,FHWKHRS,FOSTORY2X,FOCRAFTS,FOGAMES,FOBUILDX,FOSPORT,FORESPON,FOHISTX,FODINNERX,FOLIBRAYX,FOBOOKSTX,FOCONCRTX,FOMUSEUMX,FOZOOX,FOGROUPX,HHENGLISH,CSPEAKX,HHTOTALXX,HHPRTNRSX,P1REL,P1SEX,P1AGE,P2REL,P2SEX,P2MRSTA,PAR1EMPL,PAR1FTFY,PAR1MARST,PAR2FTFY,PAR2MARST,NUMSIBSX,TTLHHINC,OWNRNTHB,HVINTSPHO,HVINTCOM,INTACC,CHLDNT,LRNCOMP,LRNTAB,LRNCELL
20191073357,2,3,1,2,2,2,2,2,1,1,2,2,1,1,1,1,3,3,2,2,2,2,1,1,1,7,2,2,2,2,2,2,2,3,3,0,1,2,50,1,1,1,4,3,1,3,1,0,3,1,1,1,1,2,1,2,2
20191073366,5,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,3,3,2,1,1,1,1,1,2,7,2,1,2,2,2,2,1,2,4,0,1,2,30,1,1,1,1,1,1,1,1,1,11,2,1,1,1,3,2,1,1
20191073380,1,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,3,5,1,1,2,2,1,1,1,4,2,1,1,1,2,2,1,2,4,1,1,1,46,6,2,5,1,1,2,2,2,1,7,2,1,1,1,1,1,1,1
20191073425,5,3,1,2,2,2,2,2,1,2,2,2,1,1,1,1,4,2,1,1,1,1,1,2,2,2,2,1,1,2,1,2,1,2,4,0,1,2,42,1,1,1,1,1,1,1,1,1,9,1,1,1,1,2,1,1,2
20191073448,5,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,3,2,2,2,1,2,1,2,1,7,2,2,2,2,2,1,1,2,4,0,1,1,38,1,2,1,1,1,1,1,1,1,9,1,1,1,1,3,1,1,2
20191073464,1,4,1,2,2,2,2,2,1,2,2,1,1,1,1,1,3,0,2,1,2,2,1,2,2,4,2,2,2,2,2,1,2,4,4,0,1,2,50,1,1,1,2,2,1,1,1,1,8,2,1,1,1,2,1,2,2
20191073465,5,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,3,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,2,3,0,1,2,30,1,1,1,1,1,1,2,1,0,8,1,1,1,1,2,2,1,2
20191073480,3,1,1,2,2,2,2,2,1,2,2,4,2,2,2,2,1,0,1,2,2,1,1,1,2,7,2,2,2,2,2,2,1,2,4,0,1,2,40,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,2,1,1
20191073493,1,3,1,2,2,2,2,2,1,2,2,1,1,3,2,3,2,2,1,1,1,2,1,1,1,5,1,1,1,2,2,1,1,2,3,0,5,2,67,5,1,1,1,1,1,3,1,0,4,1,1,1,1,1,1,2,2
20191073538,3,3,1,2,2,2,2,2,1,2,2,3,1,2,2,3,3,5,1,2,1,1,1,1,2,7,1,2,2,2,2,1,1,2,3,0,1,2,35,1,1,1,1,1,1,1,1,0,8,1,1,1,1,2,1,1,1
20191073546,1,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,4,5,1,2,1,2,1,1,2,4,1,1,2,2,2,2,1,2,4,0,1,2,48,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1
20191073549,1,3,1,2,2,2,2,2,1,2,2,2,1,2,1,2,3,10,1,1,1,2,1,1,1,5,2,2,2,2,2,1,1,2,7,0,1,2,37,1,1,1,2,2,1,1,1,4,7,1,1,1,1,1,2,1,1
20191073552,2,3,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,1,7,2,2,2,2,2,2,1,2,4,0,1,1,47,3,2,1,1,1,1,2,1,1,7,1,1,1,1,2,2,1,2
20191073643,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,3,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,2,6,0,1,2,43,5,2,1,1,1,6,1,1,1,1,1,1,1,1,2,2,1,2
20191073679,1,3,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,6,2,2,2,2,2,1,1,2,4,0,3,1,50,1,2,1,1,1,1,1,1,1,8,1,1,1,1,2,2,1,1
20191073682,1,3,1,2,2,2,2,2,1,2,2,1,1,1,1,1,3,4,2,2,1,1,1,2,2,4,1,2,2,2,2,1,1,2,4,0,1,2,43,1,1,1,1,1,1,1,1,1,7,2,1,1,1,1,1,1,1
20191073742,1,4,1,2,2,2,2,2,1,2,1,1,1,1,1,1,4,40,1,2,2,1,2,1,1,4,2,2,2,2,2,1,1,2,5,0,1,2,53,1,1,1,2,2,1,1,1,2,4,1,1,1,1,1,1,2,1
20191073771,3,4,1,2,2,2,2,2,1,2,2,2,2,2,2,2,3,10,2,2,1,2,1,1,1,3,2,1,1,2,2,2,1,2,4,0,1,2,51,1,1,1,2,2,1,1,1,1,10,1,1,1,1,1,1,2,1
20191073778,2,3,1,2,2,2,2,2,1,2,2,2,1,1,1,1,4,5,2,2,2,2,2,2,2,4,2,2,2,2,2,2,1,2,2,0,1,2,36,3,1,1,2,2,1,1,1,1,9,1,1,1,1,1,1,1,1
20191073823,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,3,3,1,1,1,1,1,1,1,4,2,1,1,2,2,1,1,2,4,0,2,2,42,2,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,2
20191073828,5,3,1,2,2,2,2,2,2,2,2,3,1,1,1,1,4,1,1,1,2,1,2,2,2,7,2,2,2,2,2,2,1,2,6,0,1,2,33,1,1,1,4,3,1,1,1,3,8,1,1,1,1,2,1,2,2
20191073856,2,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,3,2,1,1,1,2,2,1,1,7,1,2,1,2,2,1,1,2,4,0,1,2,52,1,1,1,2,2,1,1,1,0,8,1,1,1,1,1,1,2,2
20191073873,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,3,4,1,1,1,2,1,1,1,4,1,2,2,2,2,1,1,2,5,0,1,2,37,1,1,1,1,1,1,1,1,2,10,1,1,1,1,2,1,1,1
20191073887,1,2,1,2,2,2,2,2,1,2,2,1,3,1,1,2,1,1,1,1,1,1,1,2,2,7,1,1,2,1,2,2,1,2,5,0,1,2,41,1,1,1,4,3,1,1,1,2,12,1,1,1,1,1,1,1,1
20191073900,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,3,7,2,2,2,2,1,2,2,7,2,2,1,1,2,1,1,2,4,0,1,2,44,1,1,1,1,1,1,2,1,1,8,1,1,1,1,2,1,2,1
20191073909,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,4,18,1,2,2,2,2,2,1,5,2,2,2,2,2,2,1,2,6,0,1,2,53,1,1,1,1,1,1,1,1,3,11,1,1,1,1,1,1,2,1
20191073947,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,1,4,20,2,2,1,2,1,1,1,6,1,1,1,1,2,2,1,6,4,0,1,2,38,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1
20191073958,5,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,4,10,1,1,1,1,2,1,2,7,1,2,2,2,2,1,1,2,5,0,1,2,34,1,1,5,3,2,2,3,2,1,9,1,1,1,1,2,2,1,1
20191074011,1,3,1,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,4,1,1,1,1,2,1,1,2,4,0,1,1,42,1,2,1,1,1,1,1,1,1,8,1,1,1,1,2,1,1,1
20191074015,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,3,5,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,2,4,0,1,1,50,1,2,1,1,1,1,2,1,1,9,1,1,1,1,1,1,1,1
20191074033,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,3,6,1,1,1,1,1,1,2,4,2,1,1,1,2,1,1,2,9,0,1,2,42,1,1,1,4,3,1,2,1,4,3,2,1,1,1,1,1,1,1
20191074046,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,3,4,10,2,2,2,2,1,2,2,5,1,2,2,2,2,1,1,2,5,0,1,1,44,1,2,1,1,1,1,1,1,2,8,1,1,1,1,2,1,1,2
20191074066,1,3,1,2,2,2,2,2,1,2,2,1,1,1,2,2,1,1,1,2,1,2,1,1,1,3,2,2,2,1,2,2,1,2,4,0,1,1,46,3,2,1,1,1,1,2,1,1,9,1,1,1,1,2,1,2,1
20191074092,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,5,2,1,2,2,1,1,1,7,1,1,2,2,2,1,2,3,4,0,1,2,37,1,1,1,3,2,1,2,1,1,3,1,1,2,3,1,2,2,1
20191074097,3,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,4,2,2,1,2,1,1,2,5,1,2,2,2,2,2,1,2,4,0,1,2,50,1,1,1,4,2,1,1,1,1,6,1,1,1,1,2,2,1,2
20191074134,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,4,13,1,1,2,1,1,1,1,5,2,1,2,2,2,1,1,2,4,0,1,1,38,1,2,1,1,1,1,1,1,1,9,1,1,1,1,1,1,2,1
20191074143,3,2,1,2,2,2,2,2,1,2,2,3,3,1,1,1,4,10,1,2,1,1,1,1,1,4,2,1,2,1,2,1,1,2,4,0,1,1,55,1,2,1,1,1,1,1,1,1,11,1,1,1,1,1,1,2,1
20191074201,1,3,1,2,2,2,2,2,1,1,2,3,1,3,2,3,3,4,1,1,1,1,1,1,1,7,2,2,2,2,2,1,1,2,4,0,1,1,54,1,2,1,4,3,1,1,1,1,5,1,1,1,1,2,1,2,1
20191074217,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,4,2,2,1,2,1,2,1,2,3,0,1,2,53,1,1,1,2,2,1,1,1,0,8,1,1,1,1,2,1,2,1
20191074225,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,4,12,2,2,1,2,1,1,2,7,1,2,2,2,2,1,1,2,4,0,1,2,48,1,1,1,4,2,1,1,1,1,12,1,1,1,1,2,1,1,1
20191074226,2,2,1,2,2,2,2,2,1,2,2,3,1,2,2,2,3,6,2,2,2,2,2,2,2,7,2,2,2,1,1,1,1,2,5,0,1,2,34,3,1,1,1,1,1,1,1,2,2,1,1,2,3,1,1,2,1
20191074301,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,4,10,2,1,1,2,1,1,1,7,2,2,2,2,2,2,1,2,4,0,1,2,37,3,1,5,1,1,2,2,2,1,4,2,1,1,1,1,1,1,1
20191074328,5,3,1,2,2,2,2,2,1,2,2,1,1,1,1,1,3,4,1,1,2,1,1,2,2,7,2,2,2,2,1,2,1,2,6,0,1,1,45,1,2,1,1,1,1,1,1,3,7,1,1,1,1,3,2,1,1
20191074398,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1,3,8,1,1,1,2,2,1,1,4,2,2,1,2,2,1,1,2,5,0,1,1,49,1,2,1,1,1,1,1,1,1,10,1,2,1,2,2,1,1,1
20191074406,2,3,1,2,2,2,2,2,1,2,2,2,1,1,1,1,3,8,1,2,2,2,1,1,2,7,2,2,2,2,2,2,1,2,4,0,1,1,41,1,2,1,1,1,1,1,1,1,8,1,1,1,1,1,1,2,1
20191074413,2,2,1,2,2,2,2,2,1,2,2,3,1,1,2,1,3,4,1,2,2,2,1,1,2,4,2,2,2,1,2,1,1,2,3,0,1,2,46,1,1,1,1,1,1,1,1,0,9,1,1,1,1,2,1,2,1
20191074448,1,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,4,20,2,1,2,1,1,1,1,5,2,1,1,1,2,1,1,2,4,0,1,2,50,1,1,5,1,1,1,2,2,1,9,2,1,1,1,3,1,2,1
20191074490,1,4,1,2,2,2,2,2,2,2,2,2,1,2,2,1,4,15,1,1,1,1,2,1,1,5,2,1,1,2,2,1,1,2,4,0,1,2,46,3,1,1,4,3,1,3,1,1,7,1,1,1,1,1,1,2,1
20191074497,3,3,1,2,2,2,2,2,1,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,2,5,2,2,1,2,1,1,1,2,5,0,5,2,71,5,1,1,4,3,1,3,1,2,7,1,2,1,2,3,2,2,2
20191074502,1,3,1,2,2,2,2,2,1,2,2,1,1,1,1,2,4,13,1,2,1,1,2,1,1,6,1,1,1,1,2,1,1,2,3,0,1,1,51,1,2,1,1,1,1,2,1,0,9,1,1,1,1,1,1,1,1
20191074525,2,3,1,2,2,2,2,2,2,2,1,2,1,2,2,1,4,15,1,2,2,2,1,1,1,3,2,2,1,2,2,1,1,2,4,0,1,2,59,1,1,1,1,1,1,1,1,1,9,1,1,1,1,2,1,2,1
20191074536,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,1,5,1,2,1,2,2,1,1,2,5,0,3,1,47,1,2,1,1,1,1,1,1,2,8,1,1,1,1,2,1,2,2
20191074548,1,4,1,2,2,2,2,2,1,2,2,3,1,4,4,4,3,3,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,4,0,1,2,54,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,2,1
20191074554,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,4,2,1,1,1,2,1,2,2,5,2,1,1,2,2,1,2,4,5,0,1,1,43,1,2,1,1,1,1,1,1,2,7,1,1,1,1,1,1,1,2
20191074579,2,4,1,2,2,2,2,2,2,2,2,3,1,2,2,1,4,8,2,2,1,1,1,1,1,5,2,1,2,2,2,2,1,2,4,0,1,1,51,1,2,1,1,1,1,1,1,1,12,1,1,1,1,1,1,2,1
20191074592,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,4,12,1,2,2,1,1,2,2,3,2,2,2,2,2,2,1,2,5,0,1,1,48,1,2,1,1,1,1,1,1,1,12,1,1,1,1,1,1,2,1
20191074630,1,2,1,2,2,2,2,2,1,2,2,1,1,1,2,2,3,2,1,1,1,1,1,2,2,6,1,1,2,2,2,1,1,2,5,0,1,2,35,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,2
20191074710,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,4,10,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,4,4,0,1,2,44,1,1,1,2,2,1,2,1,1,3,1,1,1,1,1,2,1,1
20191074720,1,2,1,2,2,2,2,2,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,1,2,7,2,1,2,1,2,2,1,2,3,0,1,2,38,1,1,1,4,3,1,1,1,0,7,1,1,1,1,2,1,1,2
20191074744,5,2,1,2,2,2,2,2,1,2,2,2,3,1,1,1,3,2,1,1,1,2,2,2,2,4,2,2,1,1,2,2,1,2,4,0,1,2,51,1,1,1,1,2,1,2,1,1,5,1,1,2,3,3,2,2,1
20191074795,4,4,1,2,2,2,2,2,1,2,2,2,1,3,3,2,3,4,2,2,2,1,1,2,1,5,2,2,1,1,1,2,1,2,3,0,1,1,57,1,2,1,4,3,1,3,1,0,3,1,1,1,1,2,1,2,1
20191074800,3,3,1,2,2,2,2,2,1,2,2,3,4,4,4,2,2,10,2,1,1,2,2,1,2,7,2,2,2,2,2,2,1,2,5,0,1,2,40,2,1,5,1,1,2,3,6,3,1,2,1,2,3,1,1,2,1
20191074826,1,2,1,2,2,2,2,2,1,2,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,7,2,1,2,1,1,2,1,2,3,0,1,2,54,1,1,1,1,1,1,2,1,0,8,1,1,1,1,1,1,1,2
20191074849,2,1,1,2,2,2,2,2,1,2,2,3,2,2,1,1,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,4,0,3,2,42,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,2,2,2
20191074853,1,4,1,2,2,2,2,2,2,2,2,1,1,1,1,1,3,3,1,1,1,1,1,1,1,5,2,1,1,2,2,2,1,2,4,0,1,2,32,1,1,5,4,3,2,1,2,1,7,2,1,1,1,2,1,1,1
20191074855,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,3,3,1,1,1,2,1,1,1,7,1,2,1,2,2,1,1,2,4,0,1,2,37,1,1,1,4,3,1,1,1,1,9,1,1,1,1,1,1,1,2
20191074932,2,3,1,2,2,2,2,2,1,2,2,1,1,2,1,1,3,6,1,2,2,2,1,1,1,7,1,2,2,2,1,2,2,4,6,0,1,2,30,3,1,5,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2
20191074934,1,3,1,2,2,2,2,2,1,2,2,2,1,1,1,1,3,5,2,2,2,2,1,2,2,5,2,2,2,2,2,2,1,2,4,0,1,2,40,1,1,1,1,1,1,1,1,1,9,1,1,1,1,2,2,1,1
20191074967,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,3,3,1,2,1,1,1,1,1,7,2,1,2,2,2,1,1,2,5,0,1,2,33,3,1,1,1,1,1,1,1,1,9,1,1,1,1,2,1,2,2
20191074974,1,2,1,2,2,2,2,2,1,2,2,1,1,1,2,2,3,4,1,2,1,2,1,2,1,7,2,1,1,1,2,1,1,2,6,0,1,1,44,1,2,1,1,1,1,3,1,2,9,2,1,1,1,2,1,2,1
20191074989,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,3,4,1,1,1,1,1,1,1,4,2,2,2,1,2,1,1,2,4,0,1,2,37,1,1,1,4,3,1,1,1,1,6,1,1,1,1,1,1,1,1
20191075003,2,3,1,2,2,2,2,2,1,2,2,3,2,2,2,1,3,6,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,4,0,1,2,50,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,2,1
20191075005,2,3,1,2,2,2,2,2,1,2,2,2,1,1,2,2,3,6,2,1,1,2,2,1,2,7,2,2,2,2,2,1,1,2,4,0,1,2,33,3,2,1,1,1,1,1,1,1,9,1,1,1,1,2,2,1,2
20191075017,1,4,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,5,1,2,1,1,1,1,1,1,2,1,2,2,2,2,1,2,4,0,1,2,50,1,1,1,4,3,1,1,1,1,9,1,1,1,1,1,1,1,1
20191075056,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,3,3,4,2,1,1,1,1,2,2,7,2,1,1,2,2,2,1,2,6,0,1,2,33,1,1,1,4,3,1,1,1,0,5,1,1,2,3,2,2,2,1
20191075064,1,4,1,2,2,2,2,2,1,2,2,2,2,1,2,1,4,6,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,5,0,1,2,38,3,1,1,1,1,1,1,1,2,9,1,1,1,1,1,1,2,1
20191075068,2,4,1,2,2,2,2,2,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,5,2,2,2,2,2,1,1,6,4,0,1,1,41,1,2,1,1,1,1,1,1,1,3,2,1,1,1,2,1,1,2
20191075128,5,4,1,2,2,2,2,2,2,1,2,1,3,2,2,1,3,3,1,1,1,1,1,1,1,6,1,2,1,1,2,2,1,2,4,0,1,1,48,1,2,1,1,1,1,2,1,1,10,1,1,1,1,1,1,1,1
20191075130,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,3,5,2,2,2,2,1,2,2,3,1,2,1,2,2,2,1,2,2,0,1,2,51,1,2,1,1,1,2,1,1,1,10,1,1,1,1,2,1,1,1
20191075131,1,3,1,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,7,1,1,1,2,2,1,1,2,5,0,1,2,31,3,1,1,1,1,1,3,1,2,3,1,1,1,1,2,1,1,2
20191075133,2,2,1,2,2,2,2,2,1,2,1,2,1,1,1,1,3,10,1,1,2,1,1,1,1,5,1,1,1,1,1,2,1,2,3,0,5,2,62,5,1,1,4,2,5,3,1,1,1,2,1,2,3,1,2,2,1
20191075168,1,2,1,2,2,2,2,2,1,1,2,1,1,1,1,1,3,2,2,1,1,1,1,1,1,7,1,2,2,2,2,2,1,3,5,0,1,2,39,1,1,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,1
20191075198,2,3,1,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,3,0,2,2,65,2,1,1,1,1,1,2,1,0,6,1,1,1,1,4,2,2,1
20191075227,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,4,12,1,1,2,1,1,1,1,7,2,1,1,1,2,1,1,2,4,0,1,2,52,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,2,1
20191075228,1,2,1,2,2,2,2,2,1,2,2,1,1,1,2,2,3,10,2,2,2,2,1,1,1,4,2,2,2,2,2,1,1,2,3,0,1,1,47,1,2,1,1,1,1,2,1,0,8,1,1,1,1,1,1,1,1
20191075236,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,3,8,2,2,1,2,1,1,2,3,2,1,2,2,2,1,1,2,5,0,1,1,54,1,2,1,2,2,1,3,1,2,12,1,1,1,1,1,1,1,1
20191075241,2,2,1,2,2,2,2,2,1,2,2,3,2,1,1,1,2,3,2,2,1,1,1,1,1,4,2,1,2,2,1,1,1,2,4,0,1,1,35,1,2,1,1,1,1,2,1,1,10,1,1,1,1,1,1,1,1
20191075277,2,4,1,2,2,2,2,2,1,2,2,1,3,2,2,2,2,5,1,1,1,2,1,1,1,4,2,2,2,2,2,2,1,2,3,0,2,1,59,3,2,3,1,1,2,2,2,0,12,1,1,1,1,1,1,1,1
20191075293,2,3,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,5,1,2,2,1,1,2,1,6,2,2,2,2,2,1,1,2,7,0,1,2,45,1,1,1,1,1,1,1,1,4,10,1,1,1,1,1,2,1,2
20191075310,1,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,3,5,1,2,2,1,2,1,1,5,2,1,1,1,2,1,1,2,3,0,1,2,61,1,1,1,1,1,1,1,1,0,12,1,1,1,1,1,1,2,1
20191075327,2,4,1,2,2,2,2,2,1,2,2,1,1,2,2,2,3,8,2,2,1,1,1,2,2,7,2,2,2,2,2,2,1,2,4,0,1,2,36,1,1,1,1,1,1,1,1,1,6,2,1,1,1,1,1,2,1
20191075365,1,4,1,2,2,2,2,2,1,2,2,1,1,1,1,2,4,18,1,2,1,2,1,1,1,3,1,2,1,2,2,1,2,6,5,0,1,1,63,1,2,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1
20191075366,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,4,15,1,1,1,1,1,1,2,3,2,1,2,2,2,1,1,2,4,0,1,1,50,1,2,1,1,1,1,3,1,1,4,1,1,1,1,1,1,2,1
20191075402,1,2,1,2,2,2,2,2,1,2,2,1,1,3,2,2,4,5,1,1,2,1,1,2,2,7,1,2,2,2,1,2,1,2,5,0,1,2,41,1,1,3,1,1,2,3,2,0,8,1,1,1,1,1,1,1,1
20191075413,3,4,1,2,2,2,2,2,2,2,2,2,1,1,1,1,3,4,1,2,2,2,1,1,2,3,2,2,2,2,2,2,1,2,3,0,3,2,34,1,1,1,1,1,1,1,1,0,8,2,1,1,1,1,1,2,2
20191075450,1,4,1,2,2,2,2,2,1,2,2,1,1,1,1,1,3,8,1,1,2,1,1,1,1,2,1,2,2,2,1,1,2,4,5,0,1,2,40,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,2,1
20191075541,1,4,1,2,2,2,2,2,1,2,2,2,1,1,1,1,3,10,1,2,1,1,1,2,2,3,2,1,2,2,2,1,1,2,4,0,1,2,38,1,1,1,4,3,1,1,1,1,9,1,1,1,1,1,1,1,2
20191075545,2,4,1,2,2,2,2,2,1,2,2,2,4,1,2,1,4,10,2,1,2,1,2,1,1,0,2,2,2,2,2,2,1,2,5,0,1,1,50,1,2,1,1,1,1,2,1,2,9,1,1,1,1,1,1,2,1
20191075566,5,3,1,2,2,2,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,1,7,1,2,2,2,1,1,1,2,4,0,1,2,42,1,1,1,4,3,1,1,1,1,9,1,1,1,1,2,2,1,2
20191075568,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,4,2,2,2,1,2,2,1,2,8,0,1,1,35,1,2,1,1,1,1,3,1,5,6,2,1,1,1,3,1,1,1
20191075579,5,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,6,1,1,2,2,2,2,1,2,4,0,1,1,37,1,2,1,1,1,1,1,1,1,12,1,1,1,1,3,1,1,2
20191075595,1,3,1,2,2,2,2,2,1,1,2,2,1,1,1,1,3,8,1,1,1,1,1,1,1,7,1,1,2,2,2,2,1,2,7,0,3,1,33,1,2,1,1,1,1,3,1,4,1,1,1,2,3,1,2,2,1
20191075614,1,4,1,2,2,2,2,2,1,2,2,1,2,1,1,1,2,5,1,2,1,1,1,1,1,5,1,1,1,1,1,1,1,2,4,0,1,1,42,1,2,1,1,1,1,1,1,1,10,2,1,1,1,1,1,1,1
20191075668,2,4,1,2,2,2,2,2,1,2,2,1,1,1,1,1,3,3,1,1,1,1,1,1,1,7,1,1,2,2,2,2,1,2,4,0,1,1,52,1,2,1,1,1,1,1,1,1,8,1,1,1,1,3,1,1,1
20191075678,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,3,10,1,1,1,1,1,1,1,7,1,1,1,1,2,1,1,2,3,0,1,2,43,3,1,1,2,2,1,2,1,0,7,1,1,1,1,2,1,1,2
20191075696,2,3,1,2,2,2,2,2,1,2,2,3,2,1,2,1,3,7,1,2,2,1,1,1,1,4,2,2,1,2,2,1,1,2,5,0,1,1,51,1,2,1,1,1,1,2,1,2,11,1,1,1,1,1,1,1,1
20191075732,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,4,20,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,4,5,0,1,2,45,1,1,1,4,2,1,1,1,2,7,1,1,1,1,1,1,1,1
20191075758,1,4,1,2,2,2,2,2,2,1,2,2,1,1,1,1,4,6,2,1,1,1,1,1,2,4,2,2,1,2,2,2,1,2,4,0,1,1,38,1,2,1,1,1,1,1,1,1,5,1,1,1,1,2,1,1,2
20191075770,1,1,1,2,2,2,2,2,1,2,2,3,1,2,2,2,4,5,2,2,2,2,1,2,1,0,2,2,2,2,1,2,2,2,4,0,1,2,41,1,2,1,1,2,1,2,1,1,10,2,1,1,1,1,1,1,1
20191075802,1,4,1,2,2,2,2,2,1,2,2,2,1,1,2,1,4,7,1,2,1,1,2,2,1,4,2,2,1,1,2,1,1,2,3,0,1,2,54,1,1,1,4,2,1,1,1,0,10,1,1,1,1,1,1,1,2
20191075809,1,4,1,2,2,2,2,2,2,1,2,1,1,1,1,1,3,3,2,2,1,1,1,1,2,7,1,2,2,2,2,1,1,2,5,0,1,2,35,1,1,1,4,3,1,1,1,2,7,1,2,1,2,2,1,1,2
20191075859,1,4,1,2,2,2,2,2,1,2,2,1,1,1,1,1,4,4,1,1,1,1,1,1,1,7,1,2,2,2,1,1,1,2,3,0,1,1,30,1,2,5,4,3,2,2,2,0,3,2,1,1,1,2,2,1,2
20191075860,1,4,1,2,2,2,2,2,1,2,2,2,2,1,2,2,4,10,1,1,2,1,1,1,2,4,2,1,2,2,1,2,1,2,3,0,1,2,51,1,1,1,4,3,1,1,1,0,12,1,1,1,1,1,1,2,1
