BASMID,SEGRADES,CENREG,EDCPUB,EDCCAT,EDCREL,EDCPRI,EDCINTK12,EDCHSFL,DISTASSI,SCHRTSCHL,SCHLMAGNET,SEENJOY,SEABSNT,FCSCHOOL,FCTEACHR,FCSTDS,FHHOME,FHWKHRS,FOSTORY2X,FOCRAFTS,FOGAMES,FOBUILDX,FOSPORT,FORESPON,FOHISTX,FODINNERX,FOLIBRAYX,FOBOOKSTX,FOCONCRTX,FOMUSEUMX,FOZOOX,FOGROUPX,HHENGLISH,CSPEAKX,HHTOTALXX,HHPRTNRSX,P1REL,P1SEX,P1AGE,P2REL,P2SEX,P2MRSTA,PAR1EMPL,PAR1FTFY,PAR1MARST,PAR2FTFY,PAR2MARST,NUMSIBSX,TTLHHINC,OWNRNTHB,HVINTSPHO,HVINTCOM,INTACC,CHLDNT,LRNCOMP,LRNTAB,LRNCELL
20191099753,1,4,1,2,2,2,2,2,1,2,2,2,1,1,1,1,4,4,2,1,1,1,1,1,2,7,2,1,1,2,2,1,1,4,3,0,1,1,47,1,2,1,1,1,1,3,1,0,7,1,1,1,1,1,1,1,1
20191099766,1,4,1,2,2,2,2,2,1,2,2,2,1,1,1,1,3,4,2,2,2,1,1,1,2,5,2,2,2,2,2,2,1,2,3,0,1,2,52,1,1,1,1,1,1,1,1,0,8,1,1,1,1,3,1,1,1
20191099768,5,3,1,2,2,2,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,2,2,1,1,2,2,1,2,5,0,1,2,46,1,1,1,4,3,1,1,1,2,12,1,1,1,1,2,1,1,1
20191099805,2,3,1,2,2,2,2,2,1,2,2,2,1,2,1,2,4,5,1,1,1,1,1,2,2,5,2,2,1,1,2,1,1,2,4,0,1,1,46,1,2,1,1,1,1,3,1,1,10,1,1,1,1,2,1,1,2
20191099826,1,3,1,2,2,2,2,2,1,2,2,2,1,1,2,1,4,12,1,2,2,2,1,2,1,6,2,1,1,2,1,2,1,2,7,0,6,2,48,6,1,1,1,1,1,1,1,2,9,1,1,1,1,1,1,1,1
20191099872,2,4,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,7,1,2,2,1,2,1,1,0,2,2,2,2,2,2,1,2,4,0,1,2,40,3,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1
20191099876,1,4,1,2,2,2,2,2,1,2,2,1,1,1,2,1,3,5,1,1,1,1,1,1,1,7,2,2,1,1,2,2,1,2,3,0,3,2,28,1,1,1,1,1,1,1,1,0,9,1,1,1,1,2,1,2,1
20191099890,1,3,1,2,2,2,2,2,1,2,2,2,1,2,2,2,4,5,2,2,1,2,1,1,2,6,2,2,2,2,2,2,1,2,4,0,1,1,52,1,2,1,1,1,1,1,1,1,10,1,1,1,1,2,1,2,1
20191099894,2,1,1,2,2,2,2,2,1,2,2,3,3,3,3,2,4,3,1,1,1,1,2,2,2,5,2,1,2,1,2,2,1,2,5,0,1,2,35,1,1,5,4,3,2,3,2,1,2,1,1,2,3,2,2,1,2
20191099915,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,3,2,1,2,2,1,1,1,2,7,2,1,1,2,2,1,1,2,5,0,1,2,31,1,1,1,1,1,1,1,1,2,11,1,1,1,1,2,1,1,1
20191099960,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,3,10,1,2,2,1,1,1,1,5,2,2,2,2,2,2,1,2,6,0,1,2,48,1,1,1,1,1,1,2,1,2,10,1,1,1,1,1,1,2,1
20191099968,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,3,5,2,2,1,2,2,1,2,5,1,2,1,1,2,1,1,2,5,0,1,2,49,1,1,1,2,2,1,1,1,2,10,1,1,1,1,1,1,1,1
20191099972,3,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,3,5,2,2,2,1,1,2,2,7,2,2,2,2,2,2,1,2,3,0,1,1,52,1,2,1,1,1,1,1,1,0,7,1,1,1,1,3,1,2,1
20191100010,1,4,1,2,2,2,2,2,1,2,2,1,1,2,2,2,3,6,2,1,2,2,2,1,1,7,1,2,2,2,1,2,2,6,3,0,1,2,50,1,1,1,4,3,1,1,1,0,9,1,1,1,1,2,1,1,2
20191100076,1,4,1,2,2,2,2,2,2,2,2,2,1,1,1,1,3,8,1,2,2,1,1,1,1,3,2,2,2,2,2,1,1,2,5,0,3,2,34,1,1,1,1,1,1,1,1,2,9,2,1,1,1,1,1,1,1
20191100110,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,4,15,1,2,1,2,1,1,2,4,1,1,1,2,2,1,1,2,4,0,1,1,50,1,2,1,1,1,1,1,1,1,10,1,1,1,1,2,1,1,1
20191100119,1,3,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2,14,1,2,2,1,1,1,1,6,1,2,1,2,2,1,1,2,5,0,1,1,53,1,2,1,1,1,1,2,1,2,11,1,1,1,1,2,1,2,1
20191100129,1,3,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,10,1,1,1,1,1,1,2,7,2,2,1,1,2,2,1,2,4,0,1,1,54,1,2,1,1,1,1,3,1,1,10,1,1,1,1,1,1,1,1
20191100154,1,3,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,20,2,1,1,1,1,2,2,4,1,1,2,2,2,2,1,2,5,0,1,2,43,3,1,1,1,2,1,1,1,1,10,1,1,1,1,1,1,2,1
20191100182,3,3,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,12,2,2,1,1,1,2,2,7,1,2,2,2,2,1,1,2,3,0,1,2,41,3,1,1,2,2,1,2,1,0,1,2,1,1,1,1,1,1,1
20191100244,3,4,1,2,2,2,2,1,1,2,2,2,1,2,1,2,4,5,1,2,1,1,1,1,1,4,2,2,1,2,2,1,1,2,3,0,2,2,66,2,1,1,4,2,1,3,1,0,8,1,1,1,1,2,1,1,2
20191100372,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,4,15,1,2,1,1,1,1,1,6,1,1,1,2,2,1,1,2,4,0,2,2,56,2,1,1,4,2,1,1,1,1,12,1,1,1,1,1,1,2,1
20191100397,2,3,1,2,2,2,2,2,1,2,2,2,1,1,1,1,3,4,1,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,3,0,1,2,36,1,1,5,1,1,2,2,6,0,3,1,1,2,3,3,1,1,2
20191100420,1,4,1,2,2,2,2,2,1,2,2,2,1,1,2,2,3,2,1,2,1,2,2,2,2,3,2,2,2,2,2,1,1,2,5,0,5,1,35,1,2,1,1,1,1,3,1,0,9,1,1,1,1,1,2,1,2
20191100470,1,4,1,2,2,2,2,2,1,2,2,2,1,2,2,2,4,12,1,1,2,1,1,1,1,4,2,1,1,2,2,2,1,2,5,0,1,2,48,1,1,1,2,2,1,1,1,2,8,1,1,1,1,1,1,2,1
20191100478,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,4,15,1,2,1,1,1,1,2,7,2,1,1,1,2,1,1,2,3,0,1,2,55,1,1,1,1,1,1,2,1,0,9,1,1,1,1,1,1,2,1
20191100492,2,4,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,3,1,2,2,2,2,1,1,3,2,2,2,2,2,2,1,2,3,0,1,1,52,1,2,1,1,1,1,3,1,0,11,1,1,1,1,1,1,1,1
20191100493,2,4,1,2,2,2,2,2,1,2,2,2,2,2,1,1,3,6,1,2,2,1,2,1,1,3,2,2,2,2,2,1,1,2,4,0,1,2,49,1,1,1,1,1,1,2,1,1,10,1,1,1,1,1,1,1,1
20191100538,2,4,1,2,2,2,2,2,1,2,2,2,1,2,2,2,3,7,2,2,2,1,1,1,1,6,2,2,1,1,2,1,2,2,4,0,1,2,45,1,1,1,4,3,1,1,1,1,5,2,1,1,1,1,1,1,1
20191100566,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,4,15,1,2,2,2,1,2,1,3,2,2,2,2,2,2,1,2,5,0,1,1,50,1,2,1,1,1,1,1,1,2,8,1,1,1,1,1,1,1,1
20191100573,2,2,1,2,2,2,2,2,1,2,1,2,1,2,2,2,3,8,1,2,2,2,2,1,2,0,2,2,2,2,2,2,1,2,4,0,1,1,44,1,2,1,1,1,1,1,1,1,6,1,1,1,1,1,1,2,2
20191100588,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,4,10,1,2,2,1,1,1,2,3,2,2,1,1,1,2,1,2,5,0,3,2,37,1,1,1,1,1,1,1,1,2,12,1,1,1,1,3,1,2,1
20191100697,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,6,0,1,1,55,1,2,1,1,1,1,3,1,3,9,1,1,1,1,1,2,1,1
20191100705,1,3,1,2,2,2,2,2,1,2,2,2,1,2,4,3,3,10,2,2,2,2,1,1,1,3,2,2,1,2,2,1,1,2,4,0,1,2,53,1,1,1,1,1,1,2,1,1,8,2,1,1,1,1,1,1,1
20191100735,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,2,4,18,1,1,2,1,1,1,1,5,2,1,1,1,2,1,1,2,6,0,1,1,53,1,2,1,1,1,1,2,1,3,9,1,1,1,1,1,1,1,1
20191100800,5,4,1,2,2,2,2,2,1,2,2,1,1,1,1,1,4,6,2,2,1,2,1,1,1,7,1,1,1,1,2,2,1,2,3,0,1,2,45,1,1,1,2,2,1,1,1,0,12,1,1,1,1,3,1,2,2
20191100841,1,4,1,2,2,2,2,2,2,1,2,2,1,2,2,2,3,8,1,2,1,1,1,1,1,5,1,1,2,1,2,2,1,2,7,0,1,1,48,1,2,1,1,1,1,3,1,2,7,1,1,1,1,2,1,1,1
20191100848,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,4,2,2,2,1,1,2,1,1,4,2,2,2,2,2,1,1,2,5,0,1,1,41,1,2,1,4,3,1,1,1,2,9,1,1,1,1,2,1,2,1
20191100867,2,2,1,2,2,2,2,2,1,1,2,1,1,3,2,2,2,2,1,1,1,1,1,1,1,7,2,2,2,2,1,2,2,4,5,0,1,2,33,1,1,1,4,3,1,1,1,2,3,1,1,1,1,2,2,1,1
20191100872,1,3,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,2,1,2,1,1,2,2,1,1,2,3,0,1,2,52,1,1,1,1,1,1,1,1,0,9,1,1,1,1,2,1,2,1
20191100889,1,4,1,2,2,2,2,2,2,2,1,2,1,1,2,1,2,3,1,2,1,1,1,1,2,4,2,2,2,2,2,1,1,2,4,0,1,2,35,1,1,1,1,1,1,2,1,1,9,1,1,1,1,3,1,1,1
20191100901,2,4,1,2,2,2,2,2,2,2,2,2,1,2,3,2,4,4,1,1,1,1,1,1,1,6,2,1,2,2,2,2,2,4,9,0,1,2,32,1,1,1,4,2,1,1,1,2,7,2,1,1,1,1,2,1,1
20191100905,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,3,3,1,2,2,2,1,1,1,7,2,2,1,2,2,2,1,3,4,0,1,1,44,1,2,1,1,1,1,2,1,1,5,1,1,1,1,2,1,1,1
20191100915,5,1,1,2,2,2,2,2,1,2,2,2,1,4,3,4,1,0,2,1,1,1,2,2,1,7,2,1,2,2,2,2,1,2,8,0,3,2,37,1,1,1,1,1,1,1,1,5,8,3,1,1,1,3,1,1,1
20191100916,2,4,1,2,2,2,2,2,1,2,2,1,1,2,1,1,3,2,2,1,1,1,2,2,2,7,2,2,2,2,2,2,1,2,4,0,2,2,66,2,1,1,4,3,1,3,1,1,5,1,2,2,4,1,2,1,2
20191100922,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,2,4,1,1,1,1,1,1,1,7,2,2,2,2,2,2,1,2,5,0,3,2,38,1,1,1,4,3,1,1,1,1,7,1,1,2,3,1,2,1,1
20191100930,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,4,6,1,1,1,1,1,2,2,7,1,2,2,2,2,2,2,6,4,0,1,1,38,1,2,1,1,1,1,3,1,1,3,2,1,1,1,1,1,1,2
20191100941,5,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,7,1,2,2,2,2,2,2,5,3,0,1,1,37,1,2,1,1,1,1,3,1,0,8,2,1,1,1,3,2,1,2
20191100982,2,4,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,7,2,2,1,2,2,2,1,2,4,0,1,2,43,1,1,1,4,3,1,1,1,1,9,1,1,1,1,1,1,1,1
20191101003,1,4,1,2,2,2,2,2,1,2,2,2,1,3,3,2,3,4,2,2,2,1,1,1,1,3,2,2,1,2,2,1,1,2,4,0,1,2,42,1,1,1,1,2,1,1,1,1,8,1,1,1,1,2,1,2,1
20191101038,2,3,1,2,2,2,2,2,1,2,2,2,1,1,1,1,3,6,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,3,0,1,1,58,1,2,1,1,1,1,2,1,0,5,1,1,1,1,1,1,2,2
20191101042,3,4,1,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,2,0,2,2,2,2,2,2,1,4,5,0,1,2,41,1,1,1,4,3,1,1,1,2,3,1,1,1,1,2,1,2,1
20191101047,3,3,1,2,2,2,2,2,1,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,5,0,1,1,47,1,2,1,1,1,1,1,1,1,9,1,1,1,1,2,1,1,2
20191101081,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,7,1,2,2,1,2,1,2,6,4,0,1,2,45,1,1,1,4,2,1,1,1,1,8,1,1,1,1,2,1,1,2
20191101102,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,4,7,1,1,1,2,1,1,2,6,1,2,1,2,2,1,1,2,7,0,1,1,44,1,2,1,1,1,1,3,1,4,12,1,1,1,1,2,1,1,2
20191101107,1,2,1,2,2,2,2,2,1,2,2,1,1,2,1,2,3,7,1,2,1,2,1,1,2,3,2,1,1,2,2,1,1,2,4,0,1,1,45,1,2,1,1,1,1,1,1,1,9,1,1,1,1,1,2,1,1
20191101127,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,4,12,1,1,1,1,1,1,1,7,1,1,1,2,2,1,1,2,4,0,1,2,44,1,1,1,1,1,1,2,1,1,7,2,1,1,1,1,1,1,1
20191101157,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,1,4,1,1,2,2,1,2,1,1,7,2,1,2,2,2,2,2,3,3,0,1,2,44,1,1,1,2,2,1,2,1,0,4,2,1,1,1,1,1,1,1
20191101183,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,3,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,5,0,1,2,48,1,1,1,1,1,1,2,1,2,10,1,1,1,1,1,1,2,1
20191101189,1,1,1,2,2,2,2,2,1,2,2,4,3,2,2,2,4,15,2,2,2,2,2,1,2,5,2,2,1,1,2,1,1,2,5,0,1,1,48,1,2,1,1,1,1,2,1,1,10,1,1,1,1,1,1,1,1
20191101210,5,3,1,2,2,2,2,2,1,2,2,2,1,1,1,1,4,1,1,1,1,1,1,2,2,7,2,2,2,2,2,1,1,2,3,0,1,1,38,1,2,5,1,2,2,1,2,0,5,2,1,1,1,3,1,1,1
20191101222,2,2,1,2,2,2,2,2,1,2,2,3,1,1,1,1,3,2,2,2,2,2,1,2,1,7,2,2,2,2,2,2,2,5,4,0,1,2,48,1,1,1,4,3,1,3,1,1,1,2,1,1,1,2,1,2,2
20191101298,2,2,1,2,2,2,2,2,1,2,2,2,1,2,3,2,4,15,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,3,0,1,2,46,1,1,1,1,1,1,1,1,0,8,1,1,1,1,1,1,2,1
20191101409,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,1,3,10,1,1,1,2,1,2,1,7,1,2,1,1,1,1,2,5,5,0,1,2,45,1,1,1,1,1,1,3,1,2,5,1,1,1,1,1,1,1,1
20191101414,5,2,1,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,4,0,2,1,40,2,2,1,1,1,1,2,1,0,8,1,1,1,1,3,2,1,2
20191101422,2,2,1,2,2,2,2,2,1,2,2,3,2,2,2,2,4,5,2,2,2,2,2,1,1,4,2,2,2,2,1,2,1,2,5,0,1,2,49,1,1,1,2,2,1,1,1,2,9,1,1,1,1,1,1,2,1
20191101448,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,3,5,2,2,1,1,2,1,1,1,2,2,2,2,2,1,1,2,5,0,1,2,30,3,1,1,1,1,1,1,1,1,7,1,1,1,1,2,1,1,1
20191101460,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1,3,10,1,1,1,1,1,2,1,4,1,1,2,1,2,1,1,2,5,0,1,1,54,1,2,1,4,2,1,2,1,2,9,1,1,1,1,1,1,2,1
20191101485,5,3,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,1,2,1,1,2,7,1,2,2,2,2,1,1,2,4,0,1,1,42,1,2,1,1,1,1,3,1,1,9,1,1,1,1,3,1,1,2
20191101524,5,3,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,1,1,1,1,2,2,3,2,2,2,2,2,2,1,2,3,0,1,1,33,1,2,1,1,1,1,1,1,0,9,1,1,1,1,2,2,1,2
20191101526,4,2,1,2,2,2,2,2,1,2,2,3,4,2,2,2,4,25,2,2,1,2,2,1,2,7,2,2,2,2,2,2,1,2,3,0,1,2,43,1,1,1,4,3,1,1,1,0,7,1,1,1,1,1,1,2,1
20191101534,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,2,2,2,1,2,5,4,0,1,2,37,1,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1
20191101603,1,3,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,0,2,2,2,2,2,1,2,7,1,2,1,2,2,1,1,2,3,0,1,1,51,1,2,1,1,1,1,2,1,0,7,1,1,1,1,1,1,2,2
20191101616,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,4,8,2,2,2,1,2,1,1,7,1,1,2,2,2,1,1,2,4,0,1,1,68,1,2,1,4,3,1,3,1,1,4,2,1,1,1,1,1,1,1
20191101644,2,4,1,2,2,2,2,2,1,2,2,1,1,1,1,1,4,3,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,3,4,0,1,1,41,1,2,2,1,1,2,3,2,1,4,2,1,1,1,1,2,1,2
20191101654,2,3,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,2,6,0,1,2,37,5,2,1,2,2,4,2,1,2,6,1,1,1,1,2,2,2,1
20191101720,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,4,4,2,2,2,2,1,1,2,5,2,2,2,2,2,2,1,2,3,0,1,2,41,1,1,1,1,2,1,1,1,0,9,1,1,1,1,1,1,2,1
20191101738,1,4,1,2,2,2,2,2,2,2,2,2,1,2,1,2,3,3,1,1,1,2,1,1,2,5,1,1,2,2,2,2,1,2,7,0,3,2,45,1,1,3,4,3,2,1,2,4,12,1,1,1,1,2,1,2,1
20191101761,1,3,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,2,2,1,2,7,2,2,2,2,1,2,1,2,4,0,1,2,38,1,1,1,1,1,1,1,1,1,9,1,1,1,1,3,1,2,1
20191101771,2,2,1,2,2,2,2,2,1,2,2,3,1,3,3,3,4,15,2,2,1,1,1,1,2,5,2,2,2,2,2,2,1,2,4,0,1,1,41,1,2,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1
20191101782,3,2,1,2,2,2,2,2,1,2,2,3,3,1,1,1,4,12,2,1,1,2,2,1,1,3,2,1,1,2,2,1,1,2,3,0,1,2,55,1,1,1,1,1,1,1,1,0,11,1,1,1,1,1,1,2,1
20191101783,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,1,4,5,1,2,1,2,1,1,1,7,1,2,2,2,2,2,2,6,6,0,1,2,42,1,2,1,1,1,1,3,1,2,3,2,1,1,1,1,2,2,1
20191101794,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,3,8,1,1,1,1,1,1,1,7,1,1,1,1,2,1,1,2,4,0,1,1,49,1,2,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,2
20191101838,3,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,3,5,1,2,1,1,1,1,1,7,2,2,2,2,2,1,1,2,5,0,1,2,40,3,1,1,2,2,1,2,1,2,2,2,1,2,3,2,2,2,1
20191101842,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,3,2,2,1,1,1,1,1,2,5,2,1,2,1,2,1,1,2,4,0,1,1,46,1,2,1,2,2,1,3,1,1,11,1,1,1,1,2,1,1,2
20191101852,1,3,1,2,2,2,2,2,1,2,2,2,1,1,1,1,3,6,1,2,1,1,1,1,1,7,2,2,2,1,2,1,1,2,5,0,6,2,37,6,1,1,1,2,1,2,1,0,8,1,1,1,1,1,1,2,2
20191101872,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,3,4,1,1,1,2,1,2,2,7,2,2,1,2,2,2,1,2,3,0,1,2,44,1,1,1,1,1,1,1,1,0,10,1,1,1,1,1,1,1,1
20191101888,2,4,1,2,2,2,2,2,1,2,2,1,1,1,1,1,3,8,1,1,1,1,1,1,2,7,1,2,2,2,2,1,1,2,4,0,1,2,36,1,1,1,4,2,1,1,1,1,6,2,1,1,1,2,1,2,1
20191101897,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,7,1,2,2,1,2,2,2,3,3,0,3,1,43,1,2,1,4,3,1,2,1,0,1,1,1,1,1,3,1,2,2
20191101898,2,1,1,2,2,2,2,2,1,2,2,2,2,2,3,2,2,3,2,1,1,2,1,1,2,5,1,2,1,1,2,2,1,2,5,0,1,2,48,1,1,1,1,1,1,1,1,2,9,1,1,1,1,1,2,1,1
20191101901,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,3,1,2,2,1,2,2,1,2,5,2,2,2,2,2,2,1,2,6,0,1,2,40,1,1,1,2,2,1,1,1,3,9,1,1,1,1,2,2,1,2
20191101927,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,3,1,2,2,2,1,1,2,4,2,1,2,2,2,1,1,2,4,0,1,1,50,1,2,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1
20191101929,5,4,1,2,2,2,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,1,2,2,1,1,2,1,2,4,0,1,2,38,1,1,1,1,1,1,1,1,1,12,1,1,1,1,3,1,2,1
20191101980,1,2,1,2,2,2,2,2,2,1,2,2,1,3,1,3,4,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,0,1,1,49,1,2,1,1,1,1,2,1,1,8,1,1,1,1,1,1,2,1
20191102059,1,4,1,2,2,2,2,2,1,1,2,1,1,1,1,1,4,3,1,1,2,1,1,1,1,7,2,1,1,2,1,2,1,4,3,0,1,2,44,1,1,5,4,3,2,1,2,0,4,2,1,2,3,2,2,2,1
20191102076,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,2,3,2,2,2,2,2,2,1,1,5,1,2,2,2,2,1,1,2,4,0,1,1,49,1,2,1,1,1,1,1,1,1,9,1,1,1,1,1,1,2,1
20191102154,3,3,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,3,2,2,2,2,2,1,1,2,5,0,1,2,56,1,1,1,4,3,1,1,1,2,4,1,1,1,1,1,2,1,1
20191102231,1,3,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,3,2,1,1,2,1,1,1,5,2,2,1,1,2,1,1,2,6,1,5,2,30,3,1,5,1,1,2,1,2,1,4,2,1,1,1,2,1,1,1
20191102353,1,4,1,2,2,2,2,2,1,2,2,3,1,2,2,1,4,15,2,2,2,2,2,1,2,4,2,2,2,2,2,2,1,2,4,0,1,1,53,1,2,1,2,2,1,1,1,1,12,1,1,1,1,1,1,1,1
20191102354,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,4,10,1,2,2,1,1,1,2,6,2,2,2,2,2,2,1,2,5,0,1,2,36,1,1,5,1,2,2,1,6,2,4,3,1,1,1,1,1,2,1
20191102379,1,4,1,2,2,2,2,2,1,2,2,2,1,2,2,2,4,12,1,1,1,1,1,1,1,7,2,2,1,2,2,1,1,2,9,0,1,2,45,1,1,1,4,2,1,1,1,1,6,2,1,1,1,1,1,2,2
20191102381,5,2,1,2,2,2,2,2,2,2,2,3,1,3,1,3,3,3,2,2,2,2,1,1,2,7,2,2,2,2,2,2,1,2,5,0,1,2,43,1,1,1,1,1,1,1,1,2,8,1,1,1,1,2,1,2,2
20191102430,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,3,3,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,2,5,0,1,2,44,1,1,1,1,1,1,1,1,0,3,1,1,1,1,2,1,2,2
20191102468,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,4,2,1,1,1,2,1,2,2,3,2,2,2,2,2,1,1,2,5,0,1,1,39,1,2,1,1,1,1,1,1,1,10,1,1,1,1,2,1,1,2
20191102488,5,3,1,2,2,2,2,2,1,2,2,1,1,1,1,1,3,4,1,1,1,1,1,1,2,5,2,2,2,2,2,1,1,2,5,0,1,2,41,1,1,1,1,1,1,1,1,2,8,1,1,1,1,1,1,1,2
20191102495,3,1,1,2,2,2,2,2,1,2,2,3,1,1,1,1,4,8,2,2,2,2,2,2,2,5,2,2,2,1,2,1,1,2,5,1,1,1,40,6,2,3,1,1,2,1,2,0,9,1,1,1,1,2,1,1,1
20191102505,1,3,1,2,2,2,2,2,1,2,2,1,1,1,1,1,4,5,1,1,1,1,1,1,1,5,1,1,1,2,1,1,1,2,3,0,1,1,34,1,2,1,1,1,1,3,1,0,7,2,1,1,1,1,1,2,1
20191102507,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,4,12,1,1,1,2,1,1,1,7,2,2,1,2,2,1,1,2,4,0,1,1,48,1,2,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1
20191102517,1,3,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,4,2,1,1,1,1,2,2,7,2,2,2,2,2,1,1,2,4,0,1,2,44,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1
20191102577,5,3,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,3,0,1,2,48,1,1,1,1,1,1,1,1,0,10,1,1,1,1,1,1,1,2
20191102579,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,4,10,1,2,2,2,1,1,2,4,2,1,1,2,2,2,1,2,4,0,1,1,49,1,2,1,1,1,1,1,1,1,9,1,1,1,1,1,1,2,1
20191102626,1,2,1,2,2,2,2,2,1,2,2,4,1,1,1,1,4,15,2,2,1,1,1,1,1,5,1,1,1,1,2,1,1,2,4,0,1,1,57,1,2,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1
20191102672,2,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,4,10,1,2,2,2,1,1,1,7,1,2,1,2,2,2,1,2,4,0,1,2,57,1,1,1,4,3,1,1,1,1,11,1,1,1,1,1,1,1,1
